X,Y,Name,description,altitudeMode,STATUS,SYSTEMSTOP,OWLROUTES,CITY,POS,CROSS_ST,PUBLIC_NAME,SHAPE,STREET,POINT_X,POINT_Y,ROUTESSTPG,DIR,Field_1
-87.729038869,41.990252202,Peterson & Pulaski,,clampToGround,In Service,"15208",,CHICAGO,FS,PULASKI,"Peterson &amp; Pulaski",Point,PETERSON,"-87.729039","41.990252","84",WB,"Peterson &amp; Pulaski"
-87.722444928,41.774907279,Pulaski & 65th Street,,clampToGround,In Service,"12922",,CHICAGO,NS,65TH STREET,"Pulaski &amp; 65th Street",Point,PULASKI,"-87.722445","41.774907",53A,NB,"Pulaski &amp; 65th Street"
-87.722638931,41.780386548,Pulaski & 62nd Street,,clampToGround,In Service,"12924",,CHICAGO,NT,62ND STREET (vacated),"Pulaski &amp; 62nd Street",Point,PULASKI,"-87.722639","41.780387",53A,NB,"Pulaski &amp; 62nd Street"
-87.723124,41.789653,Pulaski & 57th Street,,clampToGround,In Service,"12853",,CHICAGO,NS,57TH STREET,"Pulaski &amp; 57th Street",Point,PULASKI,"-87.723124","41.789653",53A,SB,"Pulaski &amp; 57th Street"
-87.723248875,41.807814658,47th Street & Pulaski,,clampToGround,In Service,"14502",,CHICAGO,FS,PULASKI,"47th Street &amp; Pulaski",Point,47TH STREET,"-87.723249","41.807815","47",EB,"47th Street &amp; Pulaski"
-87.724934006,41.860904558,Pulaski & 15th Street,,clampToGround,In Service,"15556",,CHICAGO,FS,15TH STREET,"Pulaski &amp; 15th Street",Point,PULASKI,"-87.724934","41.860905","53",NB,"Pulaski &amp; 15th Street"
-87.725143999,41.939821,Milwaukee & Springfield,,clampToGround,In Service,"5456",,CHICAGO,MT,SPRINGFIELD,"Milwaukee &amp; Springfield",Point,MILWAUKEE,"-87.725144","41.939821","56",SEB,"Milwaukee &amp; Springfield"
-87.721084,41.709509,Pulaski & 101st Street,,clampToGround,In Service,"12883",,OAK LAWN,NS,101ST STREET,"Pulaski &amp; 101st Street",Point,PULASKI,"-87.721084","41.709509","53A,103",SB,"Pulaski &amp; 101st Street"
-87.718216001,41.873469,Harrison & Lawndale,,clampToGround,In Service,"175",,CHICAGO,NS,LAWNDALE,"Harrison &amp; Lawndale",Point,HARRISON,"-87.718216","41.873469","7",EB,"Harrison &amp; Lawndale"
-87.721573551,41.953628149,Irving Park & Ridgeway,,clampToGround,In Service,"5641",,CHICAGO,NS,RIDGEWAY,"Irving Park &amp; Ridgeway",Point,IRVING PARK,"-87.721574","41.953628","80",EB,"Irving Park &amp; Ridgeway"
-87.714260071,41.808043806,Archer & 47th Street,,clampToGround,In Service,"4503",N62,CHICAGO,NS,47TH STREET,"Archer &amp; 47th Street",Point,ARCHER,"-87.71426","41.808044","62",SWB,"Archer &amp; 47th Street"
-87.712755575,41.862939598,Douglas Blvd & St. Louis,,clampToGround,In Service,"4709",,CHICAGO,NS,ST. LOUIS,"Douglas Blvd &amp; St. Louis",Point,DOUGLAS BLVD,"-87.712756","41.86294","82",WB,"Douglas Blvd &amp; St. Louis"
-87.710909999,41.88082,Homan & Madison,,clampToGround,In Service,"11236",,CHICAGO,NS,MADISON,"Homan &amp; Madison",Point,HOMAN,"-87.71091","41.88082","82",NB,"Homan &amp; Madison"
-87.711859001,41.906503,Homan & Hirsch,,clampToGround,In Service,"11158",,CHICAGO,NS,HIRSCH,"Homan &amp; Hirsch",Point,HOMAN,"-87.711859","41.906503","82",SB,"Homan &amp; Hirsch"
-87.712434,41.934084001,Kimball & Dawson,,clampToGround,In Service,"11142",,CHICAGO,NS,DAWSON,"Kimball &amp; Dawson",Point,KIMBALL,"-87.712434","41.934084","82",SB,"Kimball &amp; Dawson"
-87.713809,41.983084001,Kimball & Bryn Mawr,,clampToGround,In Service,"11119",,CHICAGO,NS,BRYN MAWR,"Kimball &amp; Bryn Mawr",Point,KIMBALL,"-87.713809","41.983084","82",SB,"Kimball &amp; Bryn Mawr"
-87.711498185,42.026450078,Oakton & McCormick,,clampToGround,In Service,"3532",,SKOKIE,FS,McCORMICK,"Oakton &amp; McCormick",Point,OAKTON,"-87.711498","42.02645","97",WB,"Oakton &amp; McCormick"
-87.707799776,41.779010543,63rd Street & Homan,,clampToGround,In Service,"3265",N63,CHICAGO,NS,HOMAN,"63rd Street &amp; Homan",Point,63RD STREET,"-87.7078","41.779011","63",WB,"63rd Street &amp; Homan"
-87.708761527,41.895610757,Chicago & Spaulding,,clampToGround,In Service,"641",N66,CHICAGO,NS,SPAULDING,"Chicago &amp; Spaulding",Point,CHICAGO,"-87.708762","41.895611","66",WB,"Chicago &amp; Spaulding"
-87.708837603,41.991159993,Lincoln & Kedzie,,clampToGround,In Service,"1358",,CHICAGO,FT,KEDZIE,"Lincoln &amp; Kedzie",Point,LINCOLN,"-87.708838","41.99116","11",SEB,"Lincoln &amp; Kedzie"
-87.709217685,42.004574573,Kedzie & Pratt,,clampToGround,In Service,"12033",,CHICAGO,MB,PRATT,"Kedzie &amp; Pratt",Point,KEDZIE,"-87.709218","42.004575","11",NB,"Kedzie &amp; Pratt"
-87.704529464,41.824246999,Kedzie & 38th Street,,clampToGround,In Service,"17451",,CHICAGO,FS,38TH STREET,"Kedzie &amp; 38th Street",Point,KEDZIE,"-87.704529","41.824247","52",SB,"Kedzie &amp; 38th Street"
-87.688735183,41.866458435,Roosevelt & Campbell,,clampToGround,In Service,"17122",,CHICAGO,NT,CAMPBELL (east leg),"Roosevelt &amp; Campbell",Point,ROOSEVELT,"-87.688735","41.866458","12",EB,"Roosevelt &amp; Campbell"
-87.691657529,41.877423596,2609 W Jackson,,clampToGround,In Service,"36",,CHICAGO,NS,2609 WEST alley,2609 W Jackson,Point,JACKSON,"-87.691658","41.877424","126",EB,2609 W Jackson
-87.689640976,41.902935822,Division & Campbell,,clampToGround,In Service,"2005",,CHICAGO,NS,CAMPBELL,"Division &amp; Campbell",Point,DIVISION,"-87.689641","41.902936","70",EB,"Division &amp; Campbell"
-87.689755559,41.910223651,North Ave & Campbell,,clampToGround,In Service,"893",,CHICAGO,NS,CAMPBELL,"North Ave &amp; Campbell",Point,NORTH AVENUE,"-87.689756","41.910224","72",EB,"North Ave &amp; Campbell"
-87.690415313,41.932088827,Diversey & Campbell,,clampToGround,In Service,"11013",,CHICAGO,NS,CAMPBELL,"Diversey &amp; Campbell",Point,DIVERSEY,"-87.690415","41.932089","76",EB,"Diversey &amp; Campbell"
-87.690733414,41.939413946,Belmont & Campbell,,clampToGround,In Service,"7868",N77,CHICAGO,NT,CAMPBELL (west leg),"Belmont &amp; Campbell",Point,BELMONT,"-87.690733","41.939414","77",EB,"Belmont &amp; Campbell"
-87.690971267,41.953906331,Irving Park & Campbell,,clampToGround,In Service,"5655",,CHICAGO,NS,CAMPBELL,"Irving Park &amp; Campbell",Point,IRVING PARK,"-87.690971","41.953906","80",EB,"Irving Park &amp; Campbell"
-87.687527248,41.997699973,Devon & Oakley,,clampToGround,In Service,"1730",,CHICAGO,NS,OAKLEY,"Devon &amp; Oakley",Point,DEVON,"-87.687527","41.9977","155",EB,"Devon &amp; Oakley"
-87.689141855,41.968536516,Lawrence & Western,,clampToGround,In Service,"3756",N81,CHICAGO,NS,WESTERN,"Lawrence &amp; Western",Point,LAWRENCE,"-87.689142","41.968537","81",EB,"Lawrence &amp; Western"
-87.691278,41.972931,Lincoln & Winnemac,,clampToGround,In Service,"1488",,CHICAGO,NS,WINNEMAC,"Lincoln &amp; Winnemac",Point,LINCOLN,"-87.691278","41.972931","11",NWB,"Lincoln &amp; Winnemac"
-87.689286808,41.975707279,Western & Foster,,clampToGround,In Service,"18311",N49,CHICAGO,FS,FOSTER,"Western &amp; Foster",Point,WESTERN,"-87.689287","41.975707","49,49B,X49",SB,"Western &amp; Foster"
-87.689118109,41.97786718,Western & Berwyn,,clampToGround,In Service,"16122",N49,CHICAGO,FS,BERWYN,"Western &amp; Berwyn",Point,WESTERN,"-87.689118","41.977867",49B,NB,"Western &amp; Berwyn"
-87.689745001,41.988697,Western & Thorndale,,clampToGround,In Service,"1709",,CHICAGO,NS,THORNDALE,"Western &amp; Thorndale",Point,WESTERN,"-87.689745","41.988697",49B,SB,"Western &amp; Thorndale"
-87.68995464,41.995986701,Western & Rosemont,,clampToGround,In Service,"1705",,CHICAGO,NS,ROSEMONT,"Western &amp; Rosemont",Point,WESTERN,"-87.689955","41.995987",49B,SB,"Western &amp; Rosemont"
-87.689742484,41.997878255,Western & Devon,,clampToGround,In Service,"18308",,CHICAGO,FS,DEVON,"Western &amp; Devon",Point,WESTERN,"-87.689742","41.997878",49B,NB,"Western &amp; Devon"
-87.68973,41.995818,Western & Rosemont,,clampToGround,In Service,"1677",,CHICAGO,NS,ROSEMONT,"Western &amp; Rosemont",Point,WESTERN,"-87.68973","41.995818",49B,NB,"Western &amp; Rosemont"
-87.690046,42.001447001,Western & Albion,,clampToGround,In Service,"1702",,CHICAGO,NS,ALBION,"Western &amp; Albion",Point,WESTERN,"-87.690046","42.001447",49B,SB,"Western &amp; Albion"
-87.690135261,42.015589833,Western & Jarvis,,clampToGround,In Service,"1689",,CHICAGO,NS,JARVIS(south leg),"Western &amp; Jarvis",Point,WESTERN,"-87.690135","42.01559",49B,NB,"Western &amp; Jarvis"
-87.690130956,42.024936108,Asbury & Kirk,,clampToGround,Flag,"14347",,EVANSTON,NS,KIRK,"Asbury &amp; Kirk",Point,ASBURY,"-87.690131","42.024936","206",SB,"Asbury &amp; Kirk"
-87.68996736,42.022432034,Asbury & Harvard Terrace,,clampToGround,Flag,"14343",,EVANSTON,NS,HARVARD TER,"Asbury &amp; Harvard Terrace",Point,ASBURY,"-87.689967","42.022432","206",NB,"Asbury &amp; Harvard Terrace"
-87.686643669,41.706276518,2600 W 103rd Street,,clampToGround,In Service,"12136",,CHICAGO,NS,2600 WEST RR CROSSING,2600 W 103rd Street,Point,103RD STREET,"-87.686644","41.706277","103",EB,2600 W 103rd Street
-87.685789999,41.764599,71st Street & Campbell,,clampToGround,In Service,"10146",,CHICAGO,NS,CAMPBELL,"71st Street &amp; Campbell",Point,71ST STREET,"-87.68579","41.764599","67,94",EB,"71st Street &amp; Campbell"
-87.685653079,41.793786973,55th Street & Artesian,,clampToGround,In Service,"10518",N55,CHICAGO,FT,ARTESIAN,"55th Street &amp; Artesian",Point,55TH STREET,"-87.685653","41.793787","55",EB,"55th Street &amp; Artesian"
-87.679749728,41.932175691,2049 W Diversey,,clampToGround,In Service,"11017",,CHICAGO,MB,2049 WEST,2049 W Diversey,Point,DIVERSEY,"-87.67975","41.932176","76",EB,2049 W Diversey
-87.684686595,41.808493393,47th Street & Western Avenue,,clampToGround,In Service,"8091",,CHICAGO,FS,WESTERN AVENUE,"47th Street &amp; Western Avenue",Point,47TH STREET,"-87.684687","41.808493","47,94",WB,"47th Street &amp; Western Avenue"
-87.684731,41.826198488,Archer & Western Avenue,,clampToGround,In Service,"4489",N62,CHICAGO,NS,WESTERN AVENUE,"Archer &amp; Western Avenue",Point,ARCHER,"-87.684731","41.826198","39,62",SWB,"Archer &amp; Western Avenue"
-87.685211,41.830231001,35th Street & Western Avenue,,clampToGround,In Service,"7462",,CHICAGO,NS,WESTERN AVENUE,"35th Street &amp; Western Avenue",Point,35TH STREET,"-87.685211","41.830231","35",EB,"35th Street &amp; Western Avenue"
-87.684920893,41.83017702,Western & 35th Street,,clampToGround,In Service,"8350",N49,CHICAGO,NS,35TH STREET,"Western &amp; 35th Street",Point,WESTERN,"-87.684921","41.830177","49,X49",NB,"Western &amp; 35th Street"
-87.705226589,41.848285192,Kedzie & 24th Street,,clampToGround,In Service,"3058",,CHICAGO,NS,24TH STREET,"Kedzie &amp; 24th Street",Point,KEDZIE,"-87.705227","41.848285","52",SB,"Kedzie &amp; 24th Street"
-87.705798388,41.868082636,Kedzie & Fillmore,,clampToGround,In Service,"15972",,CHICAGO,FS,FILLMORE,"Kedzie &amp; Fillmore",Point,KEDZIE,"-87.705798","41.868083","52",SB,"Kedzie &amp; Fillmore"
-87.706737877,41.895629596,Chicago & Kedzie,,clampToGround,In Service,"14522",N66,CHICAGO,FS,KEDZIE,"Chicago &amp; Kedzie",Point,CHICAGO,"-87.706738","41.89563","66",WB,"Chicago &amp; Kedzie"
-87.701193784,41.698760906,Kedzie & 107th Street,,clampToGround,In Service,"18422",,CHICAGO,FS,107TH STREET,"Kedzie &amp; 107th Street",Point,KEDZIE,"-87.701194","41.698761",52A,SB,"Kedzie &amp; 107th Street"
-87.701334999,41.800778001,51st Street & Albany,,clampToGround,In Service,"9155",,CHICAGO,NS,ALBANY,"51st Street &amp; Albany",Point,51ST STREET,"-87.701335","41.800778","51",EB,"51st Street &amp; Albany"
-87.699752,41.999462,California & Arthur,,clampToGround,In Service,"11876",,CHICAGO,NS,ARTHUR,"California &amp; Arthur",Point,CALIFORNIA,"-87.699752","41.999462","93",SB,"California &amp; Arthur"
-87.699639,42.011981,California & Touhy,,clampToGround,In Service,"11917",,CHICAGO,NS,TOUHY,"California &amp; Touhy",Point,CALIFORNIA,"-87.699639","42.011981","93",NB,"California &amp; Touhy"
-87.696002125,41.873692818,California & Harrison,,clampToGround,In Service,"4203",,CHICAGO,NS,HARRISON,"California &amp; Harrison",Point,CALIFORNIA,"-87.696002","41.873693","94",NB,"California &amp; Harrison"
-87.697855577,41.946744688,Addison & California,,clampToGround,In Service,"12574",,CHICAGO,NS,CALIFORNIA,"Addison &amp; California",Point,ADDISON,"-87.697856","41.946745","152",WB,"Addison &amp; California"
-87.69923858,42.037471262,Dodge & Greenleaf,,clampToGround,In Service,"14371",,EVANSTON,NS,GREENLEAF,"Dodge &amp; Greenleaf",Point,DODGE,"-87.699239","42.037471","93,206",SB,"Dodge &amp; Greenleaf"
-87.694032316,41.877525026,Jackson & Washtenaw,,clampToGround,In Service,"119",,CHICAGO,FS,WASHTENAW,"Jackson &amp; Washtenaw",Point,JACKSON,"-87.694032","41.877525","126",WB,"Jackson &amp; Washtenaw"
-87.692158263,41.990419546,Peterson & Campbell,,clampToGround,In Service,"11454",,CHICAGO,NS,CAMPBELL,"Peterson &amp; Campbell",Point,PETERSON,"-87.692158","41.99042","84",EB,"Peterson &amp; Campbell"
-87.688825999,41.830147001,35th Street & Maplewood,,clampToGround,In Service,"7460",,CHICAGO,NS,MAPLEWOOD,"35th Street &amp; Maplewood",Point,35TH STREET,"-87.688826","41.830147","35",EB,"35th Street &amp; Maplewood"
-87.688556199,41.961495742,Western & Montrose,,clampToGround,In Service,"14584",N49,CHICAGO,FS,MONTROSE,"Western &amp; Montrose",Point,WESTERN,"-87.688556","41.961496","49,X49",NB,"Western &amp; Montrose"
-87.689206147,41.97309429,Western & Winnemac,,clampToGround,In Service,"1719",N49,CHICAGO,NS,WINNEMAC,"Western &amp; Winnemac",Point,WESTERN,"-87.689206","41.973094","49,49B",SB,"Western &amp; Winnemac"
-87.689985553,42.019598821,Howard & Western/Asbury,,clampToGround,Flag,"3519",,EVANSTON,NS,WESTERN-ASBURY,"Howard &amp; Western/Asbury",Point,HOWARD,"-87.689986","42.019599","97,206",WB,"Howard &amp; Western/Asbury"
-87.690330718,42.052108765,Emerson & Asbury,,clampToGround,Flag,"14735",,EVANSTON,NS,ASBURY,"Emerson &amp; Asbury",Point,EMERSON,"-87.690331","42.052109","93",EB,"Emerson &amp; Asbury"
-87.685791337,41.854319644,Western Pink Line Station,,clampToGround,In Service,"15059",N49,CHICAGO,MB,PINK LINE STATION,Western Pink Line Station,Point,WESTERN,"-87.685791","41.85432","49,X49",SB,Western Pink Line Station
-87.686402461,41.884834566,Western & Lake,,clampToGround,In Service,"15053",N49,CHICAGO,FS,LAKE,"Western &amp; Lake",Point,WESTERN,"-87.686402","41.884835","49",NB,"Western &amp; Lake"
-87.68766424,41.921740412,Western & Palmer,,clampToGround,In Service,"8210",N49,CHICAGO,NS,PALMER (south leg),"Western &amp; Palmer",Point,WESTERN,"-87.687664","41.92174","49",SB,"Western &amp; Palmer"
-87.684005462,41.804959747,Western Orange Line Station,,clampToGround,In Service,"14132",N9,CHICAGO,TERM,ORANGE LINE STATION,Western Orange Line Station,Point,WESTERN,"-87.684005","41.80496","48,49,X49",SB,Western Orange Line Station
-87.680988999,41.954197,Irving Park & Hoyne,,clampToGround,In Service,"5688",,CHICAGO,NS,HOYNE,"Irving Park &amp; Hoyne",Point,IRVING PARK,"-87.680989","41.954197","80",WB,"Irving Park &amp; Hoyne"
-87.685755727,41.851824505,Western & Cermak,,clampToGround,In Service,"14555",N49,CHICAGO,FS,CERMAK,"Western &amp; Cermak",Point,WESTERN,"-87.685756","41.851825","49,X49",SB,"Western &amp; Cermak"
-87.685514139,41.851915356,Western & Cermak,,clampToGround,In Service,"8360",N49,CHICAGO,NS,CERMAK,"Western &amp; Cermak",Point,WESTERN,"-87.685514","41.851915","49,X49",NB,"Western &amp; Cermak"
-87.685640729,41.856886737,Western & 18th Place,,clampToGround,In Service,"8364",N49,CHICAGO,MB,"betw. 18TH PLACE &amp; 18TH S","Western &amp; 18th Place",Point,WESTERN,"-87.685641","41.856887","49",NB,"Western &amp; 18th Place"
-87.676849,41.886851,Damen & Fulton,,clampToGround,In Service,"8864",,CHICAGO,NS,FULTON,"Damen &amp; Fulton",Point,DAMEN,"-87.676849","41.886851","50",SB,"Damen &amp; Fulton"
-87.686672825,41.873943691,Harrison & Western,,clampToGround,In Service,"18130",,CHICAGO,FS,WESTERN,"Harrison &amp; Western",Point,HARRISON,"-87.686673","41.873944","7",WB,"Harrison &amp; Western"
-87.686489764,41.877369952,Western & Jackson,,clampToGround,In Service,"18298",N49,CHICAGO,FS,JACKSON,"Western &amp; Jackson",Point,WESTERN,"-87.68649","41.87737","49,X49",SB,"Western &amp; Jackson"
-87.687054853,41.890704407,Grand & Western,,clampToGround,In Service,"15340",,CHICAGO,FS,WESTERN,"Grand &amp; Western",Point,GRAND,"-87.687055","41.890704","65",WB,"Grand &amp; Western"
-87.686865553,41.901143137,Western & Thomas,,clampToGround,In Service,"15124",N49,CHICAGO,NS,THOMAS,"Western &amp; Thomas",Point,WESTERN,"-87.686866","41.901143","49",NB,"Western &amp; Thomas"
-87.687045975,41.908416907,Western & Le Moyne,,clampToGround,In Service,"8394",N49,CHICAGO,NS,LE MOYNE,"Western &amp; Le Moyne",Point,WESTERN,"-87.687046","41.908417","49",NB,"Western &amp; Le Moyne"
-87.687535548,41.917671017,Western & Armitage,,clampToGround,In Service,"8212",N49,CHICAGO,NS,ARMITAGE,"Western &amp; Armitage",Point,WESTERN,"-87.687536","41.917671","49",SB,"Western &amp; Armitage"
-87.687519484,41.925075185,Western & Fullerton,,clampToGround,In Service,"14586",N49,CHICAGO,FS,FULLERTON,"Western &amp; Fullerton",Point,WESTERN,"-87.687519","41.925075","49,X49",NB,"Western &amp; Fullerton"
-87.687702205,41.930241318,Western & Schubert,,clampToGround,In Service,"8408",N49,CHICAGO,NS,SCHUBERT,"Western &amp; Schubert",Point,WESTERN,"-87.687702","41.930241","49",NB,"Western &amp; Schubert"
-87.68570343,41.946811067,Addison & Oakley,,clampToGround,In Service,"12568",,CHICAGO,NS,OAKLEY,"Addison &amp; Oakley",Point,ADDISON,"-87.685703","41.946811","152",WB,"Addison &amp; Oakley"
-87.688167183,41.953924856,Irving Park & Western,,clampToGround,In Service,"17493",,CHICAGO,FS,WESTERN,"Irving Park &amp; Western",Point,IRVING PARK,"-87.688167","41.953925","80",EB,"Irving Park &amp; Western"
-87.686165597,41.953950435,Irving Park & Oakley,,clampToGround,In Service,"5657",,CHICAGO,NS,OAKLEY,"Irving Park &amp; Oakley",Point,IRVING PARK,"-87.686166","41.95395","80",EB,"Irving Park &amp; Oakley"
-87.686368,41.961288,Montrose & Oakley,,clampToGround,In Service,"11349",,CHICAGO,NS,OAKLEY,"Montrose &amp; Oakley",Point,MONTROSE,"-87.686368","41.961288","78",EB,"Montrose &amp; Oakley"
-87.685041988,42.02447143,Ridge & Hull Terrace,,clampToGround,Flag,"13149",,EVANSTON,NT,HULL TERRACE,"Ridge &amp; Hull Terrace",Point,RIDGE,"-87.685042","42.024471","201,206",NB,"Ridge &amp; Hull Terrace"
-87.685151117,42.026486396,Ridge & Oakton,,clampToGround,Flag,"14254",,EVANSTON,NS,OAKTON,"Ridge &amp; Oakton",Point,RIDGE,"-87.685151","42.026486","201,206",NB,"Ridge &amp; Oakton"
-87.687322769,42.035939672,Ridge & Lee,,clampToGround,Flag,"14263",,EVANSTON,NS,LEE,"Ridge &amp; Lee",Point,RIDGE,"-87.687323","42.03594","201,206",SB,"Ridge &amp; Lee"
-87.686609851,42.047112741,Davis & Oak,,clampToGround,In Service,"12687",,EVANSTON,NS,OAK,"Davis &amp; Oak",Point,DAVIS,"-87.68661","42.047113","93,201",WB,"Davis &amp; Oak"
-87.684894908,42.050062601,Maple & Clark,,clampToGround,Flag,"14408",,EVANSTON,NT,CLARK,"Maple &amp; Clark",Point,MAPLE,"-87.684895","42.050063","93",SB,"Maple &amp; Clark"
-87.684225866,41.706303823,103rd Street & Campbell,,clampToGround,In Service,"12137",,CHICAGO,NS,CAMPBELL,"103rd Street &amp; Campbell",Point,103RD STREET,"-87.684226","41.706304","103",EB,"103rd Street &amp; Campbell"
-87.682482332,41.728323596,Western & 91st Street,,clampToGround,In Service,"8441",,UNINCORPORATED,NS,91ST STREET,"Western &amp; 91st Street",Point,WESTERN,"-87.682482","41.728324","95",SB,"Western &amp; 91st Street"
-87.682177081,41.727981088,Western & 91st Street,,clampToGround,In Service,"8521",,CHICAGO,NS,91ST STREET,"Western &amp; 91st Street",Point,WESTERN,"-87.682177","41.727981","95",NB,"Western &amp; 91st Street"
-87.682092084,41.750915069,79th Street & Western Terminal,,clampToGround,In Service,"15685",N79,CHICAGO,TERM,TERMINAL,"79th Street &amp; Western Terminal",Point,"79TH &amp; WESTERN","-87.682092","41.750915","79",EB,"79th Street &amp; Western Terminal"
-87.682902978,41.755836395,Western & 76th Street,,clampToGround,In Service,"15141",N49,CHICAGO,FS,76TH STREET (north leg),"Western &amp; 76th Street",Point,WESTERN,"-87.682903","41.755836","49",NB,"Western &amp; 76th Street"
-87.682819486,41.753997279,Western & 77th Street,,clampToGround,In Service,"18312",N49,CHICAGO,FS,77TH STREET,"Western &amp; 77th Street",Point,WESTERN,"-87.682819","41.753997","49",NB,"Western &amp; 77th Street"
-87.683488634,41.768141937,Western & 69th Street,,clampToGround,In Service,"10117",,CHICAGO,FS,69TH STREET,"Western &amp; 69th Street",Point,WESTERN,"-87.683489","41.768142","67,94",SB,"Western &amp; 69th Street"
-87.67735639,41.720889214,95th Street & Leavitt,,clampToGround,In Service,"3488",,CHICAGO,NS,LEAVITT,"95th Street &amp; Leavitt",Point,95TH STREET,"-87.677356","41.720889","95",EB,"95th Street &amp; Leavitt"
-87.678330062,41.857692438,18th Street & Hoyne,,clampToGround,In Service,"6820",,CHICAGO,NS,HOYNE,"18th Street &amp; Hoyne",Point,18TH STREET,"-87.67833","41.857692","18",WB,"18th Street &amp; Hoyne"
-87.677976652,41.924857478,Damen & Fullerton,,clampToGround,In Service,"8841",,CHICAGO,FS,FULLERTON,"Damen &amp; Fullerton",Point,DAMEN,"-87.677977","41.924857","50",SB,"Damen &amp; Fullerton"
-87.673530873,41.768344198,Damen & 69th Street,,clampToGround,In Service,"8720",,CHICAGO,NS,69TH STREET,"Damen &amp; 69th Street",Point,DAMEN,"-87.673531","41.768344","48",NB,"Damen &amp; 69th Street"
-87.674190014,41.793471898,Damen & Garfield,,clampToGround,In Service,"8734",,CHICAGO,NS,GARFIELD,"Damen &amp; Garfield",Point,DAMEN,"-87.67419","41.793472","48",NB,"Damen &amp; Garfield"
-87.675828876,41.848108193,Damen & Blue Island,,clampToGround,In Service,"14961",,CHICAGO,FS,BLUE ISLAND,"Damen &amp; Blue Island",Point,DAMEN,"-87.675829","41.848108","50",SB,"Damen &amp; Blue Island"
-87.675751425,41.852303168,Damen & Cermak,,clampToGround,In Service,"14489",,CHICAGO,FS,CERMAK,"Damen &amp; Cermak",Point,DAMEN,"-87.675751","41.852303","50",NB,"Damen &amp; Cermak"
-87.676419931,41.870227541,V.A. Medical Center,,clampToGround,In Service,"8875",,CHICAGO,MB,820 SOUTH V.A. HOSPITAL,V.A. Medical Center,Point,DAMEN,"-87.67642","41.870228","50, 755",SB,V.A. Medical Center
-87.674353529,41.890947837,Grand & Wolcott,,clampToGround,In Service,"787",,CHICAGO,NS,WOLCOTT,"Grand &amp; Wolcott",Point,GRAND,"-87.674354","41.890948","65",WB,"Grand &amp; Wolcott"
-87.670709404,41.759266599,74th Street & Wolcott,,clampToGround,In Service,"10909",,CHICAGO,MT,WOLCOTT,"74th Street &amp; Wolcott",Point,74TH STREET,"-87.670709","41.759267","75",EB,"74th Street &amp; Wolcott"
-87.669663984,41.871635919,Polk Pink Line Station,,clampToGround,In Service,"6637",,CHICAGO,MB,PINK LINE STATION,Polk Pink Line Station,Point,POLK,"-87.669664","41.871636","7,157",WB,Polk Pink Line Station
-87.670371236,41.998147922,Devon & Clark,,clampToGround,In Service,"1762",,CHICAGO,NS,CLARK,"Devon &amp; Clark",Point,DEVON,"-87.670371","41.998148","36,151,155",WB,"Devon &amp; Clark"
-87.666204811,41.768586645,69th Street & Paulina,,clampToGround,In Service,"10108",,CHICAGO,NS,PAULINA,"69th Street &amp; Paulina",Point,69TH STREET,"-87.666205","41.768587","67",WB,"69th Street &amp; Paulina"
-87.669601,41.793997,Garfield & Wood,,clampToGround,In Service,"10605",N55,CHICAGO,FS,WOOD,"Garfield &amp; Wood",Point,GARFIELD,"-87.669601","41.793997","55",WB,"Garfield &amp; Wood"
-87.668362009,41.85235815,Cermak & Paulina,,clampToGround,In Service,"6863",,CHICAGO,NS,PAULINA,"Cermak &amp; Paulina",Point,CERMAK,"-87.668362","41.852358","21",WB,"Cermak &amp; Paulina"
-87.666999772,41.881394605,Madison & Ashland,,clampToGround,In Service,"432",N20,CHICAGO,NS,ASHLAND,"Madison &amp; Ashland",Point,MADISON,"-87.667","41.881395","20",EB,"Madison &amp; Ashland"
-87.66825577,41.939642755,Belmont & Lincoln/Ashland,,clampToGround,In Service,"14912",N77,CHICAGO,FS,LINCOLN/ASHLAND,"Belmont &amp; Lincoln/Ashland",Point,BELMONT,"-87.668256","41.939643","77",EB,"Belmont &amp; Lincoln/Ashland"
-87.669079952,41.985357218,Clark & Hollywood,,clampToGround,In Service,"1948",N22,CHICAGO,NS,HOLLYWOOD,"Clark &amp; Hollywood",Point,CLARK,"-87.66908","41.985357","22",NB,"Clark &amp; Hollywood"
-87.662215771,41.900829454,Milwaukee & Noble,,clampToGround,In Service,"5533",,CHICAGO,NT,NOBLE,"Milwaukee &amp; Noble",Point,MILWAUKEE,"-87.662216","41.900829","56",NWB,"Milwaukee &amp; Noble"
-87.66433285,41.969016715,Lawrence & Beacon,,clampToGround,Temp out,"3783",N81,CHICAGO,NT,BEACON,"Lawrence &amp; Beacon",Point,LAWRENCE,"-87.664333","41.969017","81",WB,"Lawrence &amp; Beacon"
-87.662073935,41.786719159,59th Street & Laflin,,clampToGround,In Service,"12981",,CHICAGO,NS,LAFLIN,"59th Street &amp; Laflin",Point,59TH STREET,"-87.662074","41.786719","59",EB,"59th Street &amp; Laflin"
-87.659482999,41.88164,Madison & Throop,,clampToGround,In Service,"462",N20,CHICAGO,NS,THROOP (west leg),"Madison &amp; Throop",Point,MADISON,"-87.659483","41.88164","20",WB,"Madison &amp; Throop"
-87.656534612,41.768718723,69th Street & Throop,,clampToGround,In Service,"10103",,CHICAGO,NS,THROOP,"69th Street &amp; Throop",Point,69TH STREET,"-87.656535","41.768719","67",WB,"69th Street &amp; Throop"
